,created_at,tweet,score,label
220,Thu Feb 09 00:20:57 +0000 2023,"Presiden: Ekonomi Indonesia tumbuh di tengah resesi global 2023\n\nPresiden Jokowi tetap mengingatkan semua pihak tetap harus waspada karena resesi global sulit dihitung dan diprediksi. Oleh karena itu, kerja keras semua pihak harus terus dilakukan demi menghindari resesi ekonomi. https://t.co/1RV0SCBp6U",1,POSITIVE
221,Wed Feb 08 10:20:18 +0000 2023,Jusuf Kalla: Tidak Ada Indikasi Indonesia Akan Alami Resesi Ekonomi 2023 https://t.co/0fvcY1yeh7,1,POSITIVE
222,Wed Feb 08 10:12:31 +0000 2023,JK: Tidak Ada Indikasi Indonesia Akan Alami Resesi Ekonomi 2023 https://t.co/h1k3uBHZhW,1,POSITIVE
223,Thu Feb 09 04:35:58 +0000 2023,2023 bukan resesi ekonomi resesi akhlak yaallah bs bsnya dia scam banyak bgt,1,POSITIVE
224,Thu Feb 09 03:31:45 +0000 2023,Meskipun Ekonomi global sedang mengalami resesi namun kita boleh berbangga dan berbesar hati sebab Indonesia akan mengalami pertumbuhan ekonomi di saat resesi tengah melanda global pada thn 2023. \nApresiasi bagi kinerja Ekonomi pemerintahan Indonesia 📌📌 https://t.co/pbVoJJEiJA,1,POSITIVE
225,Thu Feb 09 00:08:55 +0000 2023,"Pembicaraan mengenai isu resesi yang akan terjadi pada tahun 2023 semakin kerap terdengar. Masalah ekonomi ini melahirkan beragam tantangan di berbagai sektor industri, salah satunya e-commerce.\nhttps://t.co/Iy0RTxIRhF",-1,NEGATIVE
226,Fri Feb 10 03:01:50 +0000 2023,"@worksfess Kerja di bidang jasa keuangan, dengan klien dari berbagai tingkat ekonomi &amp; profesi.. tahu gasih, kalo 2023 Indonesia resesi"" itu cm fear-mongering dari sekelompok org yg berkepentingan?🤔""",1,POSITIVE
228,Thu Feb 09 00:17:14 +0000 2023,"Pembicaraan mengenai isu resesi yang akan terjadi pada tahun 2023 semakin kerap terdengar. Masalah ekonomi ini melahirkan beragam tantangan di berbagai sektor industri, salah satunya e-commerce.\n\n#Ecommerce #belanjaonline #marketplace #umkm #resesi  https://t.co/xyQCWatFT2",-1,NEGATIVE
229,Thu Feb 09 00:43:15 +0000 2023,"Pembicaraan mengenai isu resesi yang akan terjadi pada tahun 2023 semakin kerap terdengar. Masalah ekonomi ini melahirkan tantangan di berbagai sektor industri, salah satunya e-commerce..\n#E-Commerce #belanjaonline #marketplace #umkm #resesi #pandemi\nhttps://t.co/B4XQF9E3Z4",-1,NEGATIVE
230,Thu Feb 09 00:45:30 +0000 2023,"Gw yakin banget, Ekonomi Indonesia bakal tetap tumbuh di tengah resesi global 2023 ini.\nKarena Indonesia memiliki tim Ekonomi yg andal, dan cermat.\nSelain itu jg Ditopang oleh konsumsi swasta, investasi, dan kinerja ekspor yang positif di tengah perlambatan ekonomi global. https://t.co/i51GxAydce",1,POSITIVE
233,Thu Feb 09 00:16:21 +0000 2023,"Pembicaraan mengenai isu resesi yang akan terjadi pada tahun 2023 semakin kerap terdengar. Masalah ekonomi ini melahirkan beragam tantangan di berbagai sektor industri, salah satunya e-commerce.\n #belanjaonline #marketplace #umkm #resesi #pandemi\nhttps://t.co/nCdsXnijus",-1,NEGATIVE
234,Fri Feb 10 04:55:37 +0000 2023,⚖️[KATA HUKUM: RESESI GLOBAL: GONJANG-GANJING EKONOMI DUNIA DI HANTUI KEGELAPAN]⚖️\n\nPandemi Covid-19 dan perang Rusia-Ukraina mengakibatkan dunia dibayang-bayangi oleh resesi global pada tahun 2023. https://t.co/HcQote1zvm,-1,NEGATIVE
235,Wed Feb 08 06:09:37 +0000 2023,JK:Tidak Ada Indikasi Indonesia akan Alami Resesi Ekonomi 2023 https://t.co/Xb36XcVbhc,1,POSITIVE
236,Wed Feb 08 05:27:01 +0000 2023,"luar biasa Ekonomi RI tumbuh 5,31 persen, \n#IndonesiaTanpaResesi\n#EkonomiIndonesia https://t.co/NUOax21CUD",1,POSITIVE
237,Mon Feb 06 09:48:23 +0000 2023,"Jika data ekonomi US amat kuat shg tidak resesi, penurunan suku bunga di pertengahan 2023 ini bisa saja tertunda sampai 2024\n\nHal ini bisa menjadi sentimen negatif SEMENTARA bagi Kurs IDR dan Surat Utang Negara APABILA tingkat inflasi US mengalami kenaikan 1-2 bulan berturut2",-1,NEGATIVE
238,Mon Feb 06 12:39:44 +0000 2023,meskipun sudah berangsur pulih namun ancaman resesi ekonomi di tahun 2023 ini tentunya akan membawa dampak besar dan menjadi pekerjaan rumah bagi kepemimpinan Indonesia kedepan. #15Tahun #KitaGerindra #IkutPakde  Prabowo Subianto,-1,NEGATIVE
239,Mon Feb 06 13:58:44 +0000 2023,"Akibatnya dampak negatif global spill over thd ekonomi Indonesia akan terbatas. Tahun 2023 bukan tahun mudah, namun probabilitas ek Indonesia mengalami resesi relatif kecil",1,POSITIVE
240,Wed Feb 08 05:00:48 +0000 2023,Ekonomi Indonesia tumbuh ditengah resesi global 2023 https://t.co/o0E99Zl4Bm,1,POSITIVE
242,Tue Feb 07 05:14:59 +0000 2023,"Siang Tweeps, Tahun 2023 diprediksi bakal menjadi tahun yang berat dan sulit karena banyak pihak yang meramalkan akan terjadi resesi ekonomi secara global \n#WiFiRumah #PaketInternetCepat",-1,NEGATIVE
243,Wed Feb 08 06:10:54 +0000 2023,Ekonomi Indonesia Tumbuh di Tengahj Resesi Global 2023\n#IndonesiaTanpaResesi\n#EkonomiIndonesia,1,POSITIVE
244,Mon Feb 06 11:10:12 +0000 2023,"Ancaman Resesi 2023, BI dan OJK Beberkan Tantangan Ekonomi Syariah https://t.co/BkJHrkgzL4",-1,NEGATIVE
246,Wed Feb 08 08:11:34 +0000 2023,JK Nilai Tak Ada Indikasi Indonesia Akan Alami Resesi Ekonomi 2023 https://t.co/qV3Law7B4P,1,POSITIVE
247,Wed Feb 08 06:10:09 +0000 2023,#IndonesiaTanpaResesi\n#EkonomiIndonesia https://t.co/xbM4GFrq2Q,1,POSITIVE
248,Tue Feb 07 01:29:36 +0000 2023,@negarakonohaa bermakna? bahas resesi ekonomi 2023 apa bahas depresi besar*an 1929?,1,POSITIVE
250,Wed Feb 08 06:00:02 +0000 2023,Inilah ekonomi Indonesia yang tumbuh ditengah resesi global 2023 #ekonomi https://t.co/EBXizCzalj,1,POSITIVE
251,Tue Feb 07 13:21:24 +0000 2023,"Ekonomi Indonesia (PDB) tumbuh 5.31%, tertinggi sejak 2013. Konsumsi rumah tangga dan komoditas menjadi penyumbang utama. Jadi, adanya ketakutan akan ada resesi 2023 jangan menjadikan kamu takut untuk tetap berinvestasi. Tpi, harus tetap stay mindful investment ya.",1,POSITIVE
252,Wed Feb 08 05:31:43 +0000 2023,Ekonomi Indonesia Tumbuh di Tengahj Resesi Global 2023\n#IndonesiaTanpaResesi\n#EkonomiIndonesia https://t.co/jnOTIoBo1A,1,POSITIVE
254,Mon Feb 06 13:58:43 +0000 2023,Dengan demikian ada resiko perlambatan ekonomi tahun 2023. Ekonomi akan tumbuh 4.5-5%. Melambat namun bukan resesi. Situasi ekonomi Indonesia perkiraan saya tak seburuk yang banyak dibicarakan. Share dari ekspor kita thd PDB hanya 25%,1,POSITIVE
255,Tue Feb 07 01:35:47 +0000 2023,"&lt;&lt;&lt; THREAD &gt;&gt;&gt;\nKatanya 2023 ada resesi ekonomi? Chill ya beb, gak perlu panik! Selama kamu membuat rencana keuangan yang baik, resesi ekonomi bisa kok dihadapi dgn  baik. Yuk simak cara hadapi resesi ekonomi untuk raih finansial sehat di sini! \n#WiFiRumah #PaketInternetCepat https://t.co/sowZUsRyBM",1,POSITIVE
257,Sat Feb 04 09:38:55 +0000 2023,DAY 1 💫\nSEMINAR NASIONAL HIMPUNAN MAHASISWA PROGRAM STUDI\nDengan tema:\n“Hadapi Resesi Global Tahun 2023: Strategi dari Berbagai Bidang Ekonomi Untuk Meminimalkan Dampak Resesi Global 2023 terhadap Perekonomian Indonesia”,1,POSITIVE
258,Sun Feb 05 23:44:45 +0000 2023,"Dengan pencabutan status PPKM, optimis kondisi ekonomi Indonesia akan tetap tumbuh positif beraba pada kisaran 4,75-5,35 %, meski situasi ekonomi global pada tahun 2023 terancam resesi.\n Proyeksi Pertumbuhan ekonomi Indonesia 2023 tetap di kisaran 4,75 - 5,25 %.\nMantap https://t.co/jfFzoVpZhX",1,POSITIVE
259,Thu Feb 02 01:19:30 +0000 2023,"Pandemi Covid-19 semakin mempertebal utang pemerintah. Kondisi ini akan membayangi wajah ekonomi di tahun 2023, apalagi di tengah potensi terjadinya resesi.\n\n#2PeriodeCumaUtang\n#2PeriodeCumaUtang\n\nhttps://t.co/hnz1f4nVqD",-1,NEGATIVE
260,Fri Feb 03 03:52:55 +0000 2023,"Alhamdulillah, Sri Mulyani Ungkap 2023 Tidak Jadi Resesi \n\nSumber: https://t.co/rK3U5xhcxg | Media Kolaborasi Indonesia.\nhttps://t.co/99qZFpv9UQ\n\n#ekonomi #ekonomiindonesia #srimulyani #menkeu #menterikeuangan #berita #beritaekonomi #resesi #resesi2023 #beritaterkini https://t.co/4FjzVgN7Gu",1,POSITIVE
262,Fri Feb 03 12:38:30 +0000 2023,Menteri Koordinator Bidang Perekonomian Airlangga Hartarto optimistis Indonesia bisa melewati resesi ekonomi global 2023 terjadi.\n\n#AirlanggaHartarto #ResesiGlobal #Resesi2023 #golkarindonesia https://t.co/tO2gO1UFYM,1,POSITIVE
263,Thu Feb 02 07:15:48 +0000 2023,bye Resesi ! AMRO Ramal Ekonomi RI Tumbuh 5% sepanjang 2023 https://t.co/ynWOVSl75z,1,POSITIVE
264,Fri Feb 03 03:45:54 +0000 2023,@kaesangp  gw kecewa sih biasanya gw makan isi tricks ada 5 keping. Sekarang cuma 4. gmn dong jd sedih gw makanan gw setiap hari nih hm.. apakah ini dampak resesi ekonomi di tahun 2023 bang? 🥺 @jokowi tlg dong pak anaknya di nasehatin:( https://t.co/7C93meUyh4,-1,NEGATIVE
265,Wed Feb 01 09:04:17 +0000 2023,Menkeu Sebut Indonesia Dapat Melewati Tantangan Ekonomi Global di Tengah Isu Resesi 2023 https://t.co/Y85aL0B4KG,1,POSITIVE
266,Mon Feb 06 05:43:02 +0000 2023,"Jokowi memilih fokus agar bagaimana Indonesia sudah on the right track\n\nSukses memimpin G-20, Asian Games 2018, Covid-19, Ekonomi selamat dari resesi\n\nMaka Rencana IKN, Asean 2023, FIBA World Cup 2023, Piala Dunia U-20 2023 harus GAGAL agar nama Jokowi BURUK seperti SBY",1,POSITIVE
267,Mon Feb 06 09:48:21 +0000 2023,"Dengan inflasi yang melandai, tapi pertumbuhan ekonomi semakin kuat sehingga bisa saja USA tidak mengalami resesi yang diprediksikan banyak pihak, bagaimana dengan outlook penurunan suku bunga?\n\nApakah suku bunga bisa mulai turun di pertengahan 2023 seperti harapan""?""",1,POSITIVE
268,Sun Feb 05 06:46:04 +0000 2023,"Upaya menggolkan perpanjangan masa jabatan atau tiga periode Presiden Joko Widodo (Jokowi) masih berlanjut. Kini coba dikaitkan dengan bahaya resesi ekonomi global 2023, sehingga dirasa perlu untuk tunda pemilu 2024. Ketua MPR Bambang Soesatyo (Bamsoet)… https://t.co/2moNINNDmt",-1,NEGATIVE
269,Mon Feb 06 09:48:19 +0000 2023,"Ada 2 argumen yang mendukung hipotesis kenaikan suku bunga akan memuncak dan mulai turun di 2023 ini\n\nPertama, tingkat inflasi terutama US yang menurun secara perlahan\n\nKedua, ekonomi global terutama US akan mengalami resesi di 2023",1,POSITIVE
270,Sun Feb 05 17:04:26 +0000 2023,"Di Ambang Resesi Global, Presiden Jokowi: Ekonomi 2023 Semakin Gelap https://t.co/miVrAA07B6\n☢️",-1,NEGATIVE
271,Wed Feb 01 23:38:37 +0000 2023,"resesi yang sebelumnya membayangi tahun 2023 sepertinya tidak akan terjadi. Bahkan, Indonesia diprediksi tumbuh di atas 5% yang melebihi rata-rata pertumbuhan ekonomi negara lain, baik diantara negara yang tergabung dalam G20 ataupun dunia.",1,POSITIVE
272,Fri Feb 03 01:59:55 +0000 2023,"LPS perkirakan ekonomi Indonesia berlanjut tumbuh baik pada 2023\n\nMeski daya tahan perekonomian Indonesia sepanjang 2022 masih terjaga baik, namun harus waspada dalam menghadapi risiko resesi global pada 2023, sehingga stabilitas dan penguatan pemulihan ekonomi tetap berlanjut. https://t.co/Lnc63BSxqB",1,POSITIVE
273,Wed Feb 01 03:53:21 +0000 2023,"@Ayidan9 @raerst @TxtdariHI gw ga ngerti kenapa dibilang nyungsep, di thread ini aja prediksi IMF utk Indonesia 4.8%, padahal ekonomi dunia 2023 diramalkan resesi. Kalo positif, ekonomi berkembang, kalo negatif, ekonomi resesi, iya kan? Definisi nyungsep anda kayak apa?",1,POSITIVE
274,Tue Jan 31 05:55:57 +0000 2023,Kekhawatiran imbas resesi global masih membayangi target pertumbuhan ekonomi Indonesia. Gubernur Bank Indonesia (BI) Perry Warjiyo meminta seluruh pihak tetap mewaspadai perkembangan ekonomi global di 2023. \nhttps://t.co/f70PmVPS4J,-1,NEGATIVE
275,Tue Jan 31 12:24:58 +0000 2023,Resesi ekonomi global 2023 juga merupakan tantangan bagi\n#JELANGPEMILU2024 sehingga Indonesia seharusnya bersiap lebih awal #TITIKPANDANG dalam rangka persiapan suksesnya pesta demokrasi negara kita.,-1,NEGATIVE
276,Tue Jan 31 17:53:41 +0000 2023,"Berita terbaik hari ini, yang menceritakan banyak hal tentang kegagalan NATO, adalah, menurut IMF, ekonomi Rusia akan kembali tumbuh pada tahun 2023 sementara Barat jatuh ke dalam resesi. \n\nBarat menang 😂",1,POSITIVE
278,Tue Jan 31 01:29:02 +0000 2023,Jusuf Kalla Sebut Resesi Ekonomi 2023 di Indonesia Tak akan Terjadi  https://t.co/qvNzayB1kE,1,POSITIVE
279,Mon Jan 30 17:24:25 +0000 2023,#Kom1 #IndonesiaKetuaASEAN Menlu: Ekonomi dunia masih dibayangi resesi. Managing Director IMF menyampaikan sepertiga dunia akan mengalami resesi pada tahun 2023 dan ratusan juta orang di negara yang tidak resesi juga akan merasakan resesi.,1,POSITIVE
280,Mon Jan 30 16:53:56 +0000 2023,"Pak Menko yakin bahwa Indonesia bisa melalui tantangan ekonomi di 2023, dengan membeberkan salah satu analisi cerah IMF kepada Indonesia. \n\n#airlanggahartarto #golkarindonesia #resesi #ekonomi #politik https://t.co/WbjaANGuHF",1,POSITIVE
281,Tue Jan 31 10:17:49 +0000 2023,"Bertahan dari resesi tahun 2023 dengan percaya diri, itulah kebutuhan para wanita. Bayangkan bahwa ekonomi begitu penting bagi kehidupan, khawatir dengan resesi? Itu hal wajar karena kita perlu survive demi menjalankan hidup. #SemangatPejuangHidup https://t.co/dTeUEsndyF",1,POSITIVE
283,Tue Jan 31 12:02:09 +0000 2023,bincang santai mengenai resesi ekonomi 2023 https://t.co/2bBm8tji5u,1,POSITIVE
284,Tue Jan 31 04:44:57 +0000 2023,"IMF Tinggikan Proyeksi Ekonomi Global 2023, Diperkirakan Tidak Ada Resesi https://t.co/iWEdMndnwn https://t.co/JPXjyIE65e",1,POSITIVE
285,Tue Jan 31 08:30:27 +0000 2023,"Pluang mengundang tamu spesial, Gita Wirjawan, Menteri Perdagangan tahun 2011-2014 yang akan memberikan tanggapannya terkait isu resesi 2023, serta tips berinvestasi dengan bijaksana di tengah ketidakpastian ekonomi.\n\nSaksikan selengkapnya di https://t.co/HZFWEphIen https://t.co/woOdZckHzz",1,POSITIVE
286,Tue Jan 31 11:19:11 +0000 2023,meskipun sudah berangsur pulih namun ancaman resesi ekonomi di tahun 2023 #TolakKenaikanONH #IkutPakde  Prabowo Subianto,1,POSITIVE
287,Mon Jan 30 13:44:57 +0000 2023,"Ekonomi global masih menghadapi ancaman resesi. Lalu bagaimana kita menatap ekonomi di tahun 2023? Saksikan IDX Channel Economic Outlook 2023 bersama narasumber terpecaya, hanya di IDX Channel. https://t.co/53lSsQniQU",-1,NEGATIVE
288,Mon Jan 30 12:11:52 +0000 2023,Klaim Asuransi Berpotensi Meningkat di Tengah Ancaman Resesi 2023    #LengkapCepatBeritanya #Keuangan #Ekonomi #Ekonomi #EkonomiIndonesia . https://t.co/2OekqiOdwh,-1,NEGATIVE
290,Wed Feb 01 05:40:11 +0000 2023,Penyaluran bansos menjadi salah satu instrumen untuk mengatasi ancaman resesi ekonomi tahun 2023. #publisherstory #tugujogja https://t.co/rnIjQpvHOw,1,POSITIVE
291,Tue Jan 31 15:14:59 +0000 2023,Berdiskusi dengan CNBC “Prime Words” @cnbcindonesia mengenai tantangan ekonomi global dan strategi pemerintah dalam menghadapi tantangan tersebut.\n\nTerutama dalam menghadapi isu Resesi Global 2023. #airlanggahartarto #golkarindonesia #IndonesiaJuara #EconomicSurvey #2023goals https://t.co/YpBh4LCVLS,1,POSITIVE
292,Tue Jan 31 01:54:20 +0000 2023,"Di awal bulan Januari ini, Internastional Monetary Fund (IMF) memperingatkan bahwa di tahun 2023 sepertiga ekonomi dunia akan mengalami resesi.\nhttps://t.co/IWjLJ45hCg",-1,NEGATIVE
293,Sun Jan 29 16:25:12 +0000 2023,"2023, dunia terancam Resesi, begitupun dengan Indonesia 🇮🇩.\nTapi Erick Thohir berikan beberapa solusi dalam menghadapi Krisis Ekonomi dunia. Apa saja ?? Simak Kuy\n\n#BangkitBersamaET\n@erickthohir https://t.co/1awRWA1277",-1,NEGATIVE
294,Mon Jan 30 09:12:22 +0000 2023,Menteri BUMN Erick Thohir meminta BUMN bisa menghadapi potensi resesi yang mengancam dunia di tahun 2023 dengan mendorong investasi. BUMN turut diminta untuk terus membuka lapangan pekerjaan dalam menghadapi ancaman resesi di tahun ini.\n\nJokowi Gas Pol Pemulihan Ekonomi https://t.co/N9qRgSTaA8,1,POSITIVE
295,Sat Jan 28 08:22:06 +0000 2023,"2023 ga jadi resesi\n\n•Sri Mulyani Bawa Kabar Baik 2023 Tak Jadi Resesi•\n\nMenteri Keuangan (Menkeu) Sri Mulyani Indrawati, membawa kabar baik tentang ekononomi global. Dia memandang ada harapan kalau ekonomi dunia tidak akan masuk resesi.\n. https://t.co/9JwXKgZ4L4",1,POSITIVE
296,Fri Jan 27 12:13:13 +0000 2023,"Di tahun 2023 dan selanjutnya, kita akan hidup dengan kondisi yang jauh lebih menantang dibandingkan sebelumnya. Dunia akan menghadapi ketidakpastian ekonomi dan potensi terjadinya resesi sudah di depan mata. https://t.co/Dup373Hioj",-1,NEGATIVE
297,Fri Jan 27 14:20:12 +0000 2023,"Sri Mulyani Bawa Kabar Baik, Ekonomi Dunia Kemungkinan Tak Jadi Resesi di 2023 https://t.co/SDlk4rLDoW",1,POSITIVE
298,Fri Jan 27 15:39:04 +0000 2023,"Tak Takut Resesi Ekonomi 2023, Sri Mulyani Berikan Kabar Baik https://t.co/ED9nkln8uT",1,POSITIVE
299,Sat Jan 28 08:22:08 +0000 2023,"Tahun 2023 ini, IMF mengatakan 40 persen ekonomi dunia akan masuk resesi, ini artinya banyak negara-negara yang growth-nya akan negatif,"" kata Sri Mulyani di depan pengusaha di kawasan industri Cikarang, Jawa Barat, Jumat (27/1/2023).""",-1,NEGATIVE
300,Sun Jan 29 02:00:38 +0000 2023,"Indonesia sudah siap hadapi resesi 2023, ini adalah kerja keras pemerintah untuk bangkitkan ekonomi Indonesia #JokowiPresidenku #PembangunanUntukRakyat #PresidenJokowiHebat #JokowiMembangunNegeri #JokowiMajuBersamaIndonesia #JokowiBapakInfrastruktur https://t.co/F2xy5jfjyd",1,POSITIVE
301,Fri Jan 27 03:58:13 +0000 2023,"Menteri BUMN memastikan Indonesia tidak akan terkena resesi pada 2023. \n@erickthohir optimistis, berbagai data indikator, ekonomi Indonesia akn terus tumbuh di kisaran 5 % sampai 2045. Indonesia memposisikan diri menjadi negara ekonomi terbesar di dunia.\n\n#BangkitBersamaET https://t.co/F95XuPpXqf",1,POSITIVE
302,Sat Jan 28 01:13:53 +0000 2023,"Kabar Baik, Menkeu Sebut Ekonomi Dunia Kemungkinan Tak Jadi Resesi di 2023 https://t.co/ONeEMe12rD",1,POSITIVE
304,Mon Jan 30 01:55:19 +0000 2023,"kemajuan ekonomi baik, alhamdulillah Indonesia tanpa resesi 2023 \n@bumnpdgjitu\n@herdiat_sunarya\n#IndonesiaTanpaResesi\n#EkonomiIndonesia",1,POSITIVE
305,Mon Jan 30 09:05:02 +0000 2023,braw! boleh minta pendapat mengenai strategi pemuda dalam resesi ekonomi global 2023 dengan mengoptimalkan sdgs?,1,POSITIVE
306,Fri Jan 27 09:42:14 +0000 2023,"Sukses Pelantikan dan Rakerwil I\nDewan Pimpinan Wilayah\nKeluarga Besar Pelaku Usaha Muslim\n(DPW KBPUM) Provinsi Maluku Periode 2022 - 2027\n\nTema :  Upaya Peran Pemuda Menghadapi Resesi Ekonomi Global di Provinsi Maluku 2023 "" https://t.co/aB3AF28vw7""",1,POSITIVE
307,Mon Jan 30 07:36:38 +0000 2023,"3. Apalagi,belakangan ini isu resesi menguat dan diperkirakan seluruh dunia akan mengalami era resesi di tahun 2023. Para ekonom memperkirakan adanya penurunan yg signifikan dalam kegiatan ekonomi. Oleh karena itu, setiap orang rasanya mesti melek bagaimana caranya atur keuangan.",-1,NEGATIVE
308,Wed Jan 25 20:13:50 +0000 2023,Jaga ketahanan ekonomi 2023 Pemerintah dorong investasi lapangan kerja\n#ekonomiindonesia\n#ekonomi\n#resesi\n#resesi2023 https://t.co/lK57GQtu6S,1,POSITIVE
309,Thu Jan 26 01:12:29 +0000 2023,Pak Jokowi fokus peningkatan ekonomi untuk hadapi resesi global 2023 \n@zyepuz\n@tehannamf\n@barkowil3malang\n@islam0979islam\n#IndonesiaTanpaResesi\n#EkonomiIndonesia,1,POSITIVE
310,Thu Jan 26 06:03:25 +0000 2023,"@coraIou Gak harus curhat kok sayangku, minta saran apapun boleh. Misalkan saran menghadapi resesi ekonomi 2023.",1,POSITIVE
311,Wed Jan 25 09:51:12 +0000 2023,Prabowo Subianto\nmeskipun sudah berangsur pulih namun ancaman resesi ekonomi di tahun 2023  #RevolusiPutih #BangkitBersama #IkutPakde,-1,NEGATIVE
312,Thu Jan 26 03:22:35 +0000 2023,"Gubernur BI Perry Warjiyo wanti-wanti, ekonomi global di 2023 ini akan menghadapi tantangan berat dan ketidakpastian. Bahkan, sederet negara diramal bakal resesi.  https://t.co/X2Lm83LzEQ",-1,NEGATIVE
313,Thu Jan 26 01:32:10 +0000 2023,"2023,Ditengah Ancaman Resesi Ekonomi dan Kenaikan Harga BBM Supra Bapack Lah Penolong Saat Ini Selain Bensinya Irit Tenaga Oke 😅😄 https://t.co/i8i5SOS879",-1,NEGATIVE
314,Thu Jan 26 02:49:50 +0000 2023,"Di tengah banyaknya issue resesi ekonomi global pada tahun 2023, membuat banyak kalangan meraba-raba apa yang akan terjadi serta bagimana prospek market di tahun 2023.\n\nSemua akan diulas dalam Webinar Maybank Sekuritas bersama Cuanivora. Daftar di https://t.co/N4iheGJ2pQ https://t.co/Y2W3EYH8nu",1,POSITIVE
316,Wed Jan 25 10:39:32 +0000 2023,meskipun sudah berangsur pulih namun ancaman resesi ekonomi ditahun 2023 ini tentunya akan membawa dampak besar dan menjadi pekerjaan rumah bagi kepemimpinan Indonesia kedepan.\n#RevolusiPutih #BangkitBersama Prabowo Subianto,-1,NEGATIVE
317,Fri Jan 27 00:24:13 +0000 2023,PHRI Sulsel optimistis isu resesi pada 2023 tak pengaruhi pertumbuhan ekonomi https://t.co/Rsthsnk1yA,1,POSITIVE
318,Wed Jan 25 09:19:31 +0000 2023,"Meski seluruh dunia tengah berada di bawah ancaman resesi dan krisis, namun Presiden Jokowi tetap optimis ekonomi Indonesia akan cukup stabil di tahun 2023.#pastibisa #pemerintahhebat #indonesiamaju #indonesia #jokowi #jokowipresidentkita #RI1 #nusantara https://t.co/hcCcDiwJYF",1,POSITIVE
320,Thu Jan 26 09:03:55 +0000 2023,Target investasi Indonesia tahun 2023 adalah Rp1.400 triliun. Berikut strategi Kadin Indonesia untuk capai target tersebut di tengah ancaman resesi ekonomi global.  https://t.co/9qQPqQpe2F,1,POSITIVE
321,Thu Jan 26 08:47:46 +0000 2023,"Per hari ini, sudah 2 bank yang mencatatkan peningkatan kinerja tertinggi sepanjang sejarah untuk FY2022, yaitu BBNI dan BBCA. Sektor perbankan itu motor ekonomi. \n\nMasih ada yang mau ngomong 2023 itu bakalan resesi dan penuh kegelapan?",1,POSITIVE
322,Thu Jan 26 07:05:00 +0000 2023,"Kinerja Pak Jokowi yang membuat masyarakat puas salah satunya ialah kebijakan dalam penanganan Covid-19 yaitu PPKM yang menjadikan Ekonomi Indonesia dapat bangkit kembali dan rendah potensi untuk resesi 2023, Ekonomi Stabil Publik Puas\n\n#ApresiasiPublik https://t.co/XTynwE1IM7",1,POSITIVE
323,Thu Jan 26 10:29:08 +0000 2023,"Dihantui Resesi, Pengusaha Pede Ekonomi Indonesia 2023 Masih Cerah https://t.co/TkvuQv72to",1,POSITIVE
325,Wed Jan 25 14:00:03 +0000 2023,Peneliti Center of Macroeconomic and Finance at Indef M Rizal Taufikurahman memprediksi resesi ekonomi global akan benar-benar terjadi pada 2023.  https://t.co/cplsdTLeha,-1,NEGATIVE
327,Thu Jan 26 11:30:04 +0000 2023,"BI: Kecukupan Cadev Ibarat Asuransi Hadapi Turbulensi global. Turbulensi ekonomi global pada 2023 meliputi antara lain pertumbuhan ekonomi global yang melambat, di mana ada potensi resesi terjadi di Amerika Serikat (AS) dan Eropa.  https://t.co/n1hFdRj4LX",-1,NEGATIVE
328,Wed Jan 25 10:49:24 +0000 2023,Ada beberapa faktor dari tahun 2022 yang turut memengaruhi pergerakan harga komoditas di awal tahun 2023. Kondisi global seperti isu resesi dan ekonomi Amerika Serikat juga turut memengaruhi komoditas khususnya mata uang Rupiah. \nSelengkapnya\nhttps://t.co/Cr2mJbJVEA,1,POSITIVE
329,Tue Jan 24 00:00:31 +0000 2023,"RI dipastikan tak resesi!!\nBerdasarkan ASEAN+3 Macroeconomic Research Office (AMRO) yang memperkirakan ekonomi Indonesia akan tumbuh sebesar 5,0 persen pada 2023, melambat dibandingkan 2022 yang diperkirakan mencapai 5,3 persen. https://t.co/VcGtjXowtu",1,POSITIVE
330,Tue Jan 24 07:38:24 +0000 2023,Walaupun sudah berangsur pulih namun ancaman resesi ekonomi di tahun 2023 ini tentunya akan membawa dampak besar dan menjadi pekerjaan rumah bagi kepemimpinan Indonesia kedepan. #KebangkitanIndonesiaRaya #MilenialBersatu Prabowo Subianto https://t.co/s2hEyAY27r,-1,NEGATIVE
331,Wed Jan 25 09:16:54 +0000 2023,"Menteri Pariwisata dan Ekonomi Kreatif, Sandiaga Salahuddin Uno mengatakan ancaman resesi diperkirakan akan mempengaruhi sejumlah negara yang menjadi pasar wisman Indonesia pada Tahun 2023.\n\n#sandiagauno #kemenparekraf #resisi2023\nhttps://t.co/rrjAt4pVgV",-1,NEGATIVE
333,Mon Jan 23 23:23:09 +0000 2023,"ASEAN+3 Macroeconomic Research Office (AMRO) memperkirakan ekonomi Indonesia akan tumbuh sebesar 5,0% pada 2023,  diperkirakan mencapai 5,3%. RI dipastikan tak resesi. \nEkonomi Indonesia diperkirakan akan tumbuh dengan solid sebesar 5,3 %  tetap kokoh 5 % pada 2023 https://t.co/PYMJuL8pf4",1,POSITIVE
334,Tue Jan 24 02:31:21 +0000 2023,@wenzrawk Bakal ada ada resesi ekonomi dimana kebutuhan pangan yang sulit ditahun 2023 ini,-1,NEGATIVE
