,content,score,Label,cleansing,normalized,Tokenization,Stopword_Removal,Stemmed
89,alhamdulillah sdh dtg,5,Positif,alhamdulillah sdh dtg,alhamdulillah sudah datang,"['alhamdulillah', 'sudah', 'datang']",['alhamdulillah'],alhamdulillah
90,kelamaan....udah kaya aplikator top rangking aja.....,1,Negatif,kelamaan udah kaya aplikator top rangking aja ,kelamaan sudah kaya aplikator top rangking saja,"['kelamaan', 'sudah', 'kaya', 'aplikator', 'top', 'rangking', 'saja']","['kaya', 'aplikator', 'top', 'rangking']",kaya aplikator top rangking
91,"sangat membantu, harga kompetitif",5,Positif,sangat membantu  harga kompetitif,sangat membantu harga kompetitif,"['sangat', 'membantu', 'harga', 'kompetitif']","['membantu', 'harga', 'kompetitif']",bantu harga kompetitif
92,sy puas belanja d wahyoo,4,Positif,sy puas belanja d wahyoo,saya puas belanja di wahyoo,"['saya', 'puas', 'belanja', 'di', 'wahyoo']","['puas', 'belanja', 'wahyoo']",puas belanja wahyoo
94,"kecewa bget dengan aplikasi ini udh download udh di daftarin sama seles nya kta nya nunggu 2 hr aplikasi aktif tp akhir nya gk di acc jg setelah 2 hari dengan alasan gg kecil dan usahanya tidak memenuhi kriteria pdhal usahaku bener nyata. motor,mobil masih bisa parkir.kesan nya meremehkan usaha orang. jgn lihat dr sebuah jalan tp lihat dr kinerja nya",1,Negatif,kecewa bget dengan aplikasi ini udh download udh di daftarin sama seles nya kta nya nunggu   hr aplikasi aktif tp akhir nya gk di acc jg setelah   hari dengan alasan gg kecil dan usahanya tidak memenuhi kriteria pdhal usahaku bener nyata  motor mobil masih bisa parkir kesan nya meremehkan usaha orang  jgn lihat dr sebuah jalan tp lihat dr kinerja nya,kecewa bget dengan aplikasi ini sudah download sudah di daftarin sama seles nya kta nya menunggu hari aplikasi aktif tapi akhir nya tidak di accord juga setelah hari dengan alasan gg kecil dan usahanya tidak memenuhi kriteria padahal usahaku benar nyata motor mobil masih bisa parkir kesan nya meremehkan usaha orang jangan lihat dari sebuah jalan tapi lihat dari kinerja nya,"['kecewa', 'bget', 'dengan', 'aplikasi', 'ini', 'sudah', 'download', 'sudah', 'di', 'daftarin', 'sama', 'seles', 'nya', 'kta', 'nya', 'menunggu', 'hari', 'aplikasi', 'aktif', 'tapi', 'akhir', 'nya', 'tidak', 'di', 'accord', 'juga', 'setelah', 'hari', 'dengan', 'alasan', 'gg', 'kecil', 'dan', 'usahanya', 'tidak', 'memenuhi', 'kriteria', 'padahal', 'usahaku', 'benar', 'nyata', 'motor', 'mobil', 'masih', 'bisa', 'parkir', 'kesan', 'nya', 'meremehkan', 'usaha', 'orang', 'jangan', 'lihat', 'dari', 'sebuah', 'jalan', 'tapi', 'lihat', 'dari', 'kinerja', 'nya']","['kecewa', 'bget', 'aplikasi', 'download', 'daftarin', 'seles', 'nya', 'kta', 'nya', 'menunggu', 'aplikasi', 'aktif', 'nya', 'accord', 'alasan', 'gg', 'usahanya', 'memenuhi', 'kriteria', 'usahaku', 'nyata', 'motor', 'mobil', 'parkir', 'kesan', 'nya', 'meremehkan', 'usaha', 'orang', 'lihat', 'jalan', 'lihat', 'kinerja', 'nya']",kecewa bget aplikasi download daftarin les nya kta nya tunggu aplikasi aktif nya accord alas gg usaha penuh kriteria usaha nyata motor mobil parkir kesan nya remeh usaha orang lihat jalan lihat kerja nya
95,alhamdulillah...barang fresh....memuaskan ....tidak ribet....ngebantu bngt pokonya,5,Positif,alhamdulillah barang fresh memuaskan  tidak ribet ngebantu bngt pokonya,alhamdulillah barang fresh memuaskan tidak ribet ngebantu bngt pokonya,"['alhamdulillah', 'barang', 'fresh', 'memuaskan', 'tidak', 'ribet', 'ngebantu', 'bngt', 'pokonya']","['alhamdulillah', 'barang', 'fresh', 'memuaskan', 'ribet', 'ngebantu', 'bngt', 'pokonya']",alhamdulillah barang fresh muas ribet ngebantu bngt poko
96,tuker poin kok lama sekali? sampe 1bulan,5,Positif,tuker poin kok lama sekali  sampe  bulan,tuker poin kok lama sekali sampai bulan,"['tuker', 'poin', 'kok', 'lama', 'sekali', 'sampai', 'bulan']","['tuker', 'poin']",tuker poin
97,miris .. dah . telat trs .. download salesnya wa doang gk dateng dateng . hadeh gk jelas . mending pake eden.fram lebih jelas . pengiriman oke,3,Negatif,miris   dah   telat trs   download salesnya wa doang gk dateng dateng   hadeh gk jelas   mending pake eden fram lebih jelas   pengiriman oke,miris deh terlambat terus download salesnya wa saja tidak datang datang hadeh tidak jelas lebih baik pakai eden fram lebih jelas pengiriman oke,"['miris', 'deh', 'terlambat', 'terus', 'download', 'salesnya', 'wa', 'saja', 'tidak', 'datang', 'datang', 'hadeh', 'tidak', 'jelas', 'lebih', 'baik', 'pakai', 'eden', 'fram', 'lebih', 'jelas', 'pengiriman', 'oke']","['miris', 'deh', 'terlambat', 'download', 'salesnya', 'wa', 'hadeh', 'pakai', 'eden', 'fram', 'pengiriman', 'oke']",miris deh lambat download salesnya wa hadeh pakai eden fram kirim oke
98,"ulasan saya tidak dijawab malah dihapus. ng berani mengakui kesalahan sendiri, aplikasi ng bisa diandalkan dan super mengecewakan. sudah di note jam 7 pagi, tetap aj ng ditanggapi, malah tbh parah jam 19.00, jam 21.00, ng sekalian jam 24.00 aj. merugikan konsumen sampai ng bisa dagang. kalau emng ng bisa perbaiki pelayanan, bagusan ng usah layanin konsumen dengan cara ng profesional. tutup aj aplikasinya. merugikan orang jutaan, mau di ganti voucher 15000. emng dagang permen ya...",1,Negatif,ulasan saya tidak dijawab malah dihapus  ng berani mengakui kesalahan sendiri  aplikasi ng bisa diandalkan dan super mengecewakan  sudah di note jam   pagi  tetap aj ng ditanggapi  malah tbh parah jam        jam        ng sekalian jam       aj  merugikan konsumen sampai ng bisa dagang  kalau emng ng bisa perbaiki pelayanan  bagusan ng usah layanin konsumen dengan cara ng profesional  tutup aj aplikasinya  merugikan orang jutaan  mau di ganti voucher       emng dagang permen ya ,ulasan saya tidak dijawab bahkan dihapus ng berani mengakui kesalahan sendiri aplikasi ng bisa diandalkan dan super mengecewakan sudah di note jam pagi tetap saja ng ditanggapi bahkan tbh parah jam jam ng sekalian jam saja merugikan konsumen sampai ng bisa dagang kalau memang ng bisa perbaiki pelayanan bagusan ng perlu layanin konsumen dengan cara ng profesional tutup saja aplikasinya merugikan orang jutaan mau di ganti voucher memang dagang permen iya,"['ulasan', 'saya', 'tidak', 'dijawab', 'bahkan', 'dihapus', 'ng', 'berani', 'mengakui', 'kesalahan', 'sendiri', 'aplikasi', 'ng', 'bisa', 'diandalkan', 'dan', 'super', 'mengecewakan', 'sudah', 'di', 'note', 'jam', 'pagi', 'tetap', 'saja', 'ng', 'ditanggapi', 'bahkan', 'tbh', 'parah', 'jam', 'jam', 'ng', 'sekalian', 'jam', 'saja', 'merugikan', 'konsumen', 'sampai', 'ng', 'bisa', 'dagang', 'kalau', 'memang', 'ng', 'bisa', 'perbaiki', 'pelayanan', 'bagusan', 'ng', 'perlu', 'layanin', 'konsumen', 'dengan', 'cara', 'ng', 'profesional', 'tutup', 'saja', 'aplikasinya', 'merugikan', 'orang', 'jutaan', 'mau', 'di', 'ganti', 'voucher', 'memang', 'dagang', 'permen', 'iya']","['ulasan', 'dihapus', 'ng', 'berani', 'mengakui', 'kesalahan', 'aplikasi', 'ng', 'diandalkan', 'super', 'mengecewakan', 'note', 'jam', 'pagi', 'ng', 'ditanggapi', 'tbh', 'parah', 'jam', 'jam', 'ng', 'jam', 'merugikan', 'konsumen', 'ng', 'dagang', 'ng', 'perbaiki', 'pelayanan', 'bagusan', 'ng', 'layanin', 'konsumen', 'ng', 'profesional', 'tutup', 'aplikasinya', 'merugikan', 'orang', 'jutaan', 'ganti', 'voucher', 'dagang', 'permen', 'iya']",ulas hapus ng berani aku salah aplikasi ng andal super kecewa note jam pagi ng tanggap tbh parah jam jam ng jam rugi konsumen ng dagang ng baik layan bagus ng layanin konsumen ng profesional tutup aplikasi rugi orang juta ganti voucher dagang permen iya
99,aplikasi yg bagus,5,Positif,aplikasi yg bagus,aplikasi yang bagus,"['aplikasi', 'yang', 'bagus']","['aplikasi', 'bagus']",aplikasi bagus
100,haga tdk sesuai ekspektasi sya pikir krn salesnya bilang khusus umkm jd harga hrsnya lbh rendah dr pasaran tp trnyata tidak. pas awal murah krn ktolong promo aja selebihnya tdk lbh murah dr mini market mangkanya stop blanja,3,Negatif,haga tdk sesuai ekspektasi sya pikir krn salesnya bilang khusus umkm jd harga hrsnya lbh rendah dr pasaran tp trnyata tidak  pas awal murah krn ktolong promo aja selebihnya tdk lbh murah dr mini market mangkanya stop blanja,haga tidak sesuai ekspektasi saya pikir karena salesnya bilang khusus umkm jadi harga hrsnya lbh rendah dari pasaran tapi trnyata tidak pas awal murah karena ktolong promo saja selebihnya tidak lbh murah dari mini market mangkanya henti blanja,"['haga', 'tidak', 'sesuai', 'ekspektasi', 'saya', 'pikir', 'karena', 'salesnya', 'bilang', 'khusus', 'umkm', 'jadi', 'harga', 'hrsnya', 'lbh', 'rendah', 'dari', 'pasaran', 'tapi', 'trnyata', 'tidak', 'pas', 'awal', 'murah', 'karena', 'ktolong', 'promo', 'saja', 'selebihnya', 'tidak', 'lbh', 'murah', 'dari', 'mini', 'market', 'mangkanya', 'henti', 'blanja']","['haga', 'sesuai', 'ekspektasi', 'pikir', 'salesnya', 'bilang', 'khusus', 'umkm', 'harga', 'hrsnya', 'lbh', 'rendah', 'pasaran', 'trnyata', 'pas', 'murah', 'ktolong', 'promo', 'selebihnya', 'lbh', 'murah', 'mini', 'market', 'mangkanya', 'henti', 'blanja']",haga sesuai ekspektasi pikir salesnya bilang khusus umkm harga hrsnya lbh rendah pasar trnyata pas murah ktolong promo lebih lbh murah mini market mangkanya henti blanja
101,"jangan download klo ga mau kecewa lebih dr 4 hr download tp blm bisa transaksi, masih blum di verivikasi alasannya sih sangat kecewa niatnya mau jadi langganan bahan produksi hadeeeeh.",1,Negatif,jangan download klo ga mau kecewa lebih dr   hr download tp blm bisa transaksi  masih blum di verivikasi alasannya sih sangat kecewa niatnya mau jadi langganan bahan produksi hadeeh ,jangan download kalau tidak mau kecewa lebih dari hari download tapi belum bisa transaksi masih belum di verivikasi alasannya sih sangat kecewa niatnya mau jadi langganan bahan produksi hadeeh,"['jangan', 'download', 'kalau', 'tidak', 'mau', 'kecewa', 'lebih', 'dari', 'hari', 'download', 'tapi', 'belum', 'bisa', 'transaksi', 'masih', 'belum', 'di', 'verivikasi', 'alasannya', 'sih', 'sangat', 'kecewa', 'niatnya', 'mau', 'jadi', 'langganan', 'bahan', 'produksi', 'hadeeh']","['download', 'kecewa', 'download', 'transaksi', 'verivikasi', 'alasannya', 'sih', 'kecewa', 'niatnya', 'langganan', 'bahan', 'produksi', 'hadeeh']",download kecewa download transaksi verivikasi alas sih kecewa niat langgan bahan produksi hadeeh
102,"salesnya baik, mas adie",5,Positif,salesnya baik  mas adie,salesnya baik mas adie,"['salesnya', 'baik', 'mas', 'adie']","['salesnya', 'mas', 'adie']",salesnya mas adie
103,sangat membantu karena ga harus ke pasar,5,Positif,sangat membantu karena ga harus ke pasar,sangat membantu karena tidak harus ke pasar,"['sangat', 'membantu', 'karena', 'tidak', 'harus', 'ke', 'pasar']","['membantu', 'pasar']",bantu pasar
104,thnk salesnya baik atas nama adie,5,Positif,thnk salesnya baik atas nama adie,thnk salesnya baik atas nama adie,"['thnk', 'salesnya', 'baik', 'atas', 'nama', 'adie']","['thnk', 'salesnya', 'nama', 'adie']",thnk salesnya nama adie
105,salesnya baik. terima kasih mas adi,5,Positif,salesnya baik  terima kasih mas adi,salesnya baik terima kasih mas adi,"['salesnya', 'baik', 'terima', 'kasih', 'mas', 'adi']","['salesnya', 'terima', 'kasih', 'mas', 'adi']",salesnya terima kasih mas adi
106,sales-nya mas adie baik,5,Positif,sales nya mas adie baik,sales nya mas adie baik,"['sales', 'nya', 'mas', 'adie', 'baik']","['sales', 'nya', 'mas', 'adie']",sales nya mas adie
107,kecewa,1,Negatif,kecewa,kecewa,['kecewa'],['kecewa'],kecewa
108,"pengiriman cepat, kwalitas produk terjamin bagus",5,Positif,pengiriman cepat  kwalitas produk terjamin bagus,pengiriman cepat kwalitas produk terjamin bagus,"['pengiriman', 'cepat', 'kwalitas', 'produk', 'terjamin', 'bagus']","['pengiriman', 'cepat', 'kwalitas', 'produk', 'terjamin', 'bagus']",kirim cepat kwalitas produk jamin bagus
109,good,5,Positif,good,bagus,['bagus'],['bagus'],bagus
111,oke . bnyak bonusnya . masukan : tolongs stoknya diperbanyak . sering banget mau order stok pada kosong .,5,Positif,oke   bnyak bonusnya   masukan   tolongs stoknya diperbanyak   sering banget mau order stok pada kosong  ,oke bnyak bonusnya masukan tolongs stoknya diperbanyak sering banget mau order stok pada kosong,"['oke', 'bnyak', 'bonusnya', 'masukan', 'tolongs', 'stoknya', 'diperbanyak', 'sering', 'banget', 'mau', 'order', 'stok', 'pada', 'kosong']","['oke', 'bnyak', 'bonusnya', 'masukan', 'tolongs', 'stoknya', 'diperbanyak', 'banget', 'order', 'stok', 'kosong']",oke bnyak bonus masuk tolongs stok banyak banget order stok kosong
112,sangat membantu usaha kecil,5,Positif,sangat membantu usaha kecil,sangat membantu usaha kecil,"['sangat', 'membantu', 'usaha', 'kecil']","['membantu', 'usaha']",bantu usaha
113,mantappppppp pelayanannya,5,Positif,mantapp pelayanannya,mantapp pelayanannya,"['mantapp', 'pelayanannya']","['mantapp', 'pelayanannya']",mantapp layan
114,pengiriman terlalu lama saya nyesel banget.beli disini,1,Negatif,pengiriman terlalu lama saya nyesel banget beli disini,pengiriman terlalu lama saya nyesel banget beli disini,"['pengiriman', 'terlalu', 'lama', 'saya', 'nyesel', 'banget', 'beli', 'disini']","['pengiriman', 'nyesel', 'banget', 'beli']",kirim nyesel banget beli
115,ok bnget,5,Positif,ok bnget,ok bnget,"['ok', 'bnget']","['ok', 'bnget']",ok bnget
116,"saran saya, saldo yang berasal dari cashback harusnya bisa ditarik ke gopay/ovo/bank,biar makin enak jadinya bukan cuman buat belanja di wahyoo doang, semoga pihak wahyoo bisa mewujudkan ini",3,Negatif,saran saya  saldo yang berasal dari cashback harusnya bisa ditarik ke gopay ovo bank biar makin enak jadinya bukan cuman buat belanja di wahyoo doang  semoga pihak wahyoo bisa mewujudkan ini,saran saya saldo yang berasal dari cashback harusnya bisa ditarik ke gopay ovo bank biar makin enak jadinya bukan cuma buat belanja di wahyoo saja semoga pihak wahyoo bisa mewujudkan ini,"['saran', 'saya', 'saldo', 'yang', 'berasal', 'dari', 'cashback', 'harusnya', 'bisa', 'ditarik', 'ke', 'gopay', 'ovo', 'bank', 'biar', 'makin', 'enak', 'jadinya', 'bukan', 'cuma', 'buat', 'belanja', 'di', 'wahyoo', 'saja', 'semoga', 'pihak', 'wahyoo', 'bisa', 'mewujudkan', 'ini']","['saran', 'saldo', 'berasal', 'cashback', 'ditarik', 'gopay', 'ovo', 'bank', 'biar', 'enak', 'belanja', 'wahyoo', 'semoga', 'wahyoo', 'mewujudkan']",saran saldo asal cashback tarik gopay ovo bank biar enak belanja wahyoo moga wahyoo wujud
117,"apliaksi oke, produk juga oke..tp pengirimannya parah, sdh note jam antar pagi ...(5-8) sampai jam 12.00. harus di perbaiki dah distribusinya ..mkn ada sop utk drivernya ... hrsnya yg jauh2 di dahulukan...dan produk yg msuk juga di data...yg duluan taruh di pling belakang..jadi supir ngga susah ambil...trm ksh",3,Negatif,apliaksi oke  produk juga oke tp pengirimannya parah  sdh note jam antar pagi        sampai jam        harus di perbaiki dah distribusinya  mkn ada sop utk drivernya   hrsnya yg jauh  di dahulukan dan produk yg msuk juga di data yg duluan taruh di pling belakang jadi supir ngga susah ambil trm ksh,apliaksi oke produk juga oke tapi pengirimannya parah sudah note jam antar pagi sampai jam harus di perbaiki deh distribusinya makan ada sop untuk drivernya hrsnya yang jauh di dahulukan dan produk yang msuk juga di data yang duluan taruh di pling belakang jadi supir tidak susah ambil terima ksh,"['apliaksi', 'oke', 'produk', 'juga', 'oke', 'tapi', 'pengirimannya', 'parah', 'sudah', 'note', 'jam', 'antar', 'pagi', 'sampai', 'jam', 'harus', 'di', 'perbaiki', 'deh', 'distribusinya', 'makan', 'ada', 'sop', 'untuk', 'drivernya', 'hrsnya', 'yang', 'jauh', 'di', 'dahulukan', 'dan', 'produk', 'yang', 'msuk', 'juga', 'di', 'data', 'yang', 'duluan', 'taruh', 'di', 'pling', 'belakang', 'jadi', 'supir', 'tidak', 'susah', 'ambil', 'terima', 'ksh']","['apliaksi', 'oke', 'produk', 'oke', 'pengirimannya', 'parah', 'note', 'jam', 'pagi', 'jam', 'perbaiki', 'deh', 'distribusinya', 'makan', 'sop', 'drivernya', 'hrsnya', 'dahulukan', 'produk', 'msuk', 'data', 'duluan', 'taruh', 'pling', 'supir', 'susah', 'ambil', 'terima', 'ksh']",apliaksi oke produk oke kirim parah note jam pagi jam baik deh distribusi makan sop drivernya hrsnya dahulu produk msuk data duluan taruh pling supir susah ambil terima ksh
118,"dari pecel lele/ayam ainun dan warteg ainun wong brebes,top poin2nya yg bs di tukar hadiah,mantul hadiah2 tantangannya,sukses sllu tuk apk wahyoo",5,Positif,dari pecel lele ayam ainun dan warteg ainun wong brebes top poin nya yg bs di tukar hadiah mantul hadiah  tantangannya sukses sllu tuk apk wahyoo,dari pecel lele ayam ainun dan warung tegal ainun wong brebes top poin nya yang bisa di tukar hadiah mantul hadiah tantangannya sukses sllu tuk apk wahyoo,"['dari', 'pecel', 'lele', 'ayam', 'ainun', 'dan', 'warung', 'tegal', 'ainun', 'wong', 'brebes', 'top', 'poin', 'nya', 'yang', 'bisa', 'di', 'tukar', 'hadiah', 'mantul', 'hadiah', 'tantangannya', 'sukses', 'sllu', 'tuk', 'apk', 'wahyoo']","['pecel', 'lele', 'ayam', 'ainun', 'warung', 'tegal', 'ainun', 'brebes', 'top', 'poin', 'nya', 'tukar', 'hadiah', 'mantul', 'hadiah', 'tantangannya', 'sukses', 'sllu', 'tuk', 'apk', 'wahyoo']",pecel lele ayam ainun warung tegal ainun brebes top poin nya tukar hadiah mantul hadiah tantang sukses sllu tuk apk wahyoo
120,"pengatateran barang sesuai rute yg terdekat jd supir tdk bolak balik ,kasihan supirnya",5,Positif,pengatateran barang sesuai rute yg terdekat jd supir tdk bolak balik  kasihan supirnya,pengatateran barang sesuai rute yang terdekat jadi supir tidak bolak balik kasihan supirnya,"['pengatateran', 'barang', 'sesuai', 'rute', 'yang', 'terdekat', 'jadi', 'supir', 'tidak', 'bolak', 'balik', 'kasihan', 'supirnya']","['pengatateran', 'barang', 'sesuai', 'rute', 'terdekat', 'supir', 'bolak', 'kasihan', 'supirnya']",pengatateran barang sesuai rute dekat supir bolak kasihan supirnya
121,mantabz 👍👍👍,5,Positif,mantabz,mantabz,['mantabz'],['mantabz'],mantabz
122,saya dari agbt kalifood ii udah kesekian kali nya pengiriman telat padahal udh di note. tolong di perbaiki pelanggan saya kecewa!,1,Negatif,saya dari agbt kalifood ii udah kesekian kali nya pengiriman telat padahal udh di note  tolong di perbaiki pelanggan saya kecewa ,saya dari agbt kalifood ii sudah kesekian kali nya pengiriman terlambat padahal sudah di note tolong di perbaiki pelanggan saya kecewa,"['saya', 'dari', 'agbt', 'kalifood', 'ii', 'sudah', 'kesekian', 'kali', 'nya', 'pengiriman', 'terlambat', 'padahal', 'sudah', 'di', 'note', 'tolong', 'di', 'perbaiki', 'pelanggan', 'saya', 'kecewa']","['agbt', 'kalifood', 'ii', 'kesekian', 'kali', 'nya', 'pengiriman', 'terlambat', 'note', 'tolong', 'perbaiki', 'pelanggan', 'kecewa']",agbt kalifood ii sekian kali nya kirim lambat note tolong baik langgan kecewa
123,sayur2an nya segar2 bagus2 cabe bawangnya jg bagus smoga maju trs deh wahyoo.,5,Positif,sayur an nya segar  bagus  cabe bawangnya jg bagus smoga maju trs deh wahyoo ,sayur an nya segar bagus cabe bawangnya juga bagus smoga maju terus deh wahyoo,"['sayur', 'an', 'nya', 'segar', 'bagus', 'cabe', 'bawangnya', 'juga', 'bagus', 'smoga', 'maju', 'terus', 'deh', 'wahyoo']","['sayur', 'an', 'nya', 'segar', 'bagus', 'cabe', 'bawangnya', 'bagus', 'smoga', 'maju', 'deh', 'wahyoo']",sayur an nya segar bagus cabe bawang bagus smoga maju deh wahyoo
124,alhamdulillah sudah berlangganan setahun lebih ya smg ada reward bt kita,5,Positif,alhamdulillah sudah berlangganan setahun lebih ya smg ada reward bt kita,alhamdulillah sudah berlangganan setahun lebih iya semoga ada reward bosan sekali kita,"['alhamdulillah', 'sudah', 'berlangganan', 'setahun', 'lebih', 'iya', 'semoga', 'ada', 'reward', 'bosan', 'sekali', 'kita']","['alhamdulillah', 'berlangganan', 'setahun', 'iya', 'semoga', 'reward', 'bosan']",alhamdulillah langgan tahun iya moga reward bosan
125,"susah kalau belanja pihak penjual kebanyakan ngeles, bukan costumer yang jadi prioritas tapi malah anak buah yang jadi prioritas, buka jasa pengiriman aja kalau gitu, orang semua punya waktu, bukan cuma kurir aja yang punya waktu, masa harus nunggu2 kurir dengan estimasi yang gak jelas, bayangkan jika harus menunggu dari pagi hingga malam, gak jelas waktunya.",1,Negatif,susah kalau belanja pihak penjual kebanyakan ngeles  bukan costumer yang jadi prioritas tapi malah anak buah yang jadi prioritas  buka jasa pengiriman aja kalau gitu  orang semua punya waktu  bukan cuma kurir aja yang punya waktu  masa harus nunggu  kurir dengan estimasi yang gak jelas  bayangkan jika harus menunggu dari pagi hingga malam  gak jelas waktunya ,susah kalau belanja pihak penjual kebanyakan berkilah bukan costumer yang jadi prioritas tapi bahkan anak buah yang jadi prioritas buka jasa pengiriman saja kalau begitu orang semua punya waktu bukan cuma kurir saja yang punya waktu masa harus menunggu kurir dengan estimasi yang tidak jelas bayangkan jika harus menunggu dari pagi hingga malam tidak jelas waktunya,"['susah', 'kalau', 'belanja', 'pihak', 'penjual', 'kebanyakan', 'berkilah', 'bukan', 'costumer', 'yang', 'jadi', 'prioritas', 'tapi', 'bahkan', 'anak', 'buah', 'yang', 'jadi', 'prioritas', 'buka', 'jasa', 'pengiriman', 'saja', 'kalau', 'begitu', 'orang', 'semua', 'punya', 'waktu', 'bukan', 'cuma', 'kurir', 'saja', 'yang', 'punya', 'waktu', 'masa', 'harus', 'menunggu', 'kurir', 'dengan', 'estimasi', 'yang', 'tidak', 'jelas', 'bayangkan', 'jika', 'harus', 'menunggu', 'dari', 'pagi', 'hingga', 'malam', 'tidak', 'jelas', 'waktunya']","['susah', 'belanja', 'penjual', 'kebanyakan', 'berkilah', 'costumer', 'prioritas', 'anak', 'buah', 'prioritas', 'buka', 'jasa', 'pengiriman', 'orang', 'kurir', 'menunggu', 'kurir', 'estimasi', 'bayangkan', 'menunggu', 'pagi', 'malam']",susah belanja jual banyak kilah costumer prioritas anak buah prioritas buka jasa kirim orang kurir tunggu kurir estimasi bayang tunggu pagi malam
126,"aplikasi paling buruk kurir yang selalu bermasalah selalu di pelihara, kurir yang gak bermasalah entah kemana",1,Negatif,aplikasi paling buruk kurir yang selalu bermasalah selalu di pelihara  kurir yang gak bermasalah entah kemana,aplikasi paling buruk kurir yang selalu bermasalah selalu di pelihara kurir yang tidak bermasalah entah kemana,"['aplikasi', 'paling', 'buruk', 'kurir', 'yang', 'selalu', 'bermasalah', 'selalu', 'di', 'pelihara', 'kurir', 'yang', 'tidak', 'bermasalah', 'entah', 'kemana']","['aplikasi', 'buruk', 'kurir', 'bermasalah', 'pelihara', 'kurir', 'bermasalah', 'kemana']",aplikasi buruk kurir masalah pelihara kurir masalah mana
127,salesnya ramah dan baik mas adi,5,Positif,salesnya ramah dan baik mas adi,salesnya ramah dan baik mas adi,"['salesnya', 'ramah', 'dan', 'baik', 'mas', 'adi']","['salesnya', 'ramah', 'mas', 'adi']",salesnya ramah mas adi
129,good aplikasi,5,Positif,good aplikasi,bagus aplikasi,"['bagus', 'aplikasi']","['bagus', 'aplikasi']",bagus aplikasi
130,sangat membantu puas pelanggan,5,Positif,sangat membantu puas pelanggan,sangat membantu puas pelanggan,"['sangat', 'membantu', 'puas', 'pelanggan']","['membantu', 'puas', 'pelanggan']",bantu puas langgan
131,sales adi ramah dan mengajarkan aplikasi dengan baik,5,Positif,sales adi ramah dan mengajarkan aplikasi dengan baik,sales adi ramah dan mengajarkan aplikasi dengan baik,"['sales', 'adi', 'ramah', 'dan', 'mengajarkan', 'aplikasi', 'dengan', 'baik']","['sales', 'adi', 'ramah', 'mengajarkan', 'aplikasi']",sales adi ramah ajar aplikasi
132,sales adi ramah,5,Positif,sales adi ramah,sales adi ramah,"['sales', 'adi', 'ramah']","['sales', 'adi', 'ramah']",sales adi ramah
134,knp jg harus foto ktp,1,Negatif,knp jg harus foto ktp,kenapa juga harus foto ktp,"['kenapa', 'juga', 'harus', 'foto', 'ktp']","['foto', 'ktp']",foto ktp
138,"ok... tepat waktu, bnyk promo",5,Positif,ok  tepat waktu  bnyk promo,ok tepat waktu banyak promo,"['ok', 'tepat', 'waktu', 'banyak', 'promo']","['ok', 'promo']",ok promo
